market,model,ensemble_method,IC,ICIR,RankIC,RankICIR,AR,STD,MDD,Sharpe,Sortino,Calmar,num_test_days,seeds,pred_paths
csi300,prism_vq,avg_none,0.0389,0.2242,0.0590,0.3456,0.1593,0.1708,-0.2440,0.8659,1.3379,0.6531,727,"0,1,2,3,4","res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/0_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/1_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/2_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/3_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/4_best.pkl"
sp500,prism_vq,avg_none,0.0033,0.0296,-0.0004,-0.0032,0.0581,0.1613,-0.1649,0.3504,0.5020,0.3526,752,"0,1,2,3,4","res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/0_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/1_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/2_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/3_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/4_best.pkl"
