market,model,ensemble_method,IC,ICIR,RankIC,RankICIR,AR,STD,MDD,Sharpe,Sortino,Calmar,num_test_days,seeds,pred_paths
csi300,prism_vq,avg_none,0.038912453980688405,0.22424627091917662,0.058951296848660524,0.3456259941728478,0.15934923413563842,0.1707501433805762,-0.2439854097282127,0.8659368578743672,1.3379259777686665,0.6531096851780823,727,"0,1,2,3,4","res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/0_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/1_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/2_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/3_best.pkl,res/VQK512_csi300_mo2_k1_mh64_md0.1_dm64_nh2_l1_d0.1_au0.01_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/4_best.pkl"
sp500,prism_vq,avg_none,0.0032565165930613306,0.029639219329077433,-0.00036942903045195097,-0.0031560549945223505,0.05813389277739178,0.1612678603574387,-0.164893280072539,0.35039144206040973,0.5019923297907073,0.352554650813046,752,"0,1,2,3,4","res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/0_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/1_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/2_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/3_best.pkl,res/VQK512_sp500_mo8_k4_mh64_md0.1_dm64_nh4_l1_d0.1_au0.001_1h2_1emb128_1dl2p10_1l2_p20_ai3_ks3/4_best.pkl"
